0.000000	0.480000
0.020101	0.592495
0.040201	0.704990
0.060302	0.817486
0.080402	0.929981
0.100503	1.042476
0.120603	1.154971
0.140704	1.190400
0.160804	1.190400
0.180905	1.190400
0.201005	1.190400
0.221106	1.190400
0.241206	1.190400
0.261307	1.190400
0.281407	1.190400
0.301508	1.190400
0.321608	1.190400
0.341709	1.190400
0.361809	1.190400
0.381910	1.190400
0.402010	1.190400
0.422111	1.190400
0.442211	1.190400
0.462312	1.190400
0.482412	1.190400
0.502513	1.190400
0.522613	1.190400
0.542714	1.190400
0.562814	1.190400
0.582915	1.190400
0.603015	1.190400
0.623116	1.190400
0.643216	1.190400
0.663317	1.190400
0.683417	1.190400
0.703518	1.181289
0.723618	1.148476
0.743719	1.117436
0.763819	1.088030
0.783920	1.060132
0.804020	1.033628
0.824121	1.008418
0.844221	0.984408
0.864322	0.961515
0.884422	0.939662
0.904523	0.918781
0.924623	0.898807
0.944724	0.879684
0.964824	0.861357
0.984925	0.843778
1.005025	0.826903
1.025126	0.810689
1.045226	0.795099
1.065327	0.780097
1.085427	0.765651
1.105528	0.751730
1.125628	0.738306
1.145729	0.725353
1.165829	0.712847
1.185930	0.700765
1.206030	0.689086
1.226131	0.677789
1.246231	0.666857
1.266332	0.656272
1.286432	0.646018
1.306533	0.636079
1.326633	0.626441
1.346734	0.617092
1.366834	0.608017
1.386935	0.599205
1.407035	0.590645
1.427136	0.582326
1.447236	0.574238
1.467337	0.566372
1.487437	0.558718
1.507538	0.551268
1.527638	0.544015
1.547739	0.536950
1.567839	0.530066
1.587940	0.523356
1.608040	0.516814
1.628141	0.510434
1.648241	0.504209
1.668342	0.498134
1.688442	0.492204
1.708543	0.486413
1.728643	0.480757
1.748744	0.475231
1.768844	0.469831
1.788945	0.464552
1.809045	0.459390
1.829146	0.454342
1.849246	0.449404
1.869347	0.444571
1.889447	0.439842
1.909548	0.435212
1.929648	0.430678
1.949749	0.426238
1.969849	0.421889
1.989950	0.417628
2.010050	0.413451
2.030151	0.409358
2.050251	0.405344
2.070352	0.401409
2.090452	0.397549
2.110553	0.393763
2.130653	0.390048
2.150754	0.386403
2.170854	0.382825
2.190955	0.379313
2.211055	0.375865
2.231156	0.372479
2.251256	0.369153
2.271357	0.365886
2.291457	0.362677
2.311558	0.359523
2.331658	0.356424
2.351759	0.353377
2.371859	0.350382
2.391960	0.347438
2.412060	0.344543
2.432161	0.341695
2.452261	0.338895
2.472362	0.336139
2.492462	0.333428
2.512563	0.330761
2.532663	0.328136
2.552764	0.325552
2.572864	0.323009
2.592965	0.320505
2.613065	0.318039
2.633166	0.315612
2.653266	0.313221
2.673367	0.310866
2.693467	0.308546
2.713568	0.306260
2.733668	0.304008
2.753769	0.301789
2.773869	0.299602
2.793970	0.297447
2.814070	0.295322
2.834171	0.293228
2.854271	0.291163
2.874372	0.289127
2.894472	0.287119
2.914573	0.285139
2.934673	0.283186
2.954774	0.281259
2.974874	0.279359
2.994975	0.277484
3.015075	0.275634
3.035176	0.273809
3.055276	0.272007
3.075377	0.270230
3.095477	0.268475
3.115578	0.266743
3.135678	0.265033
3.155779	0.263345
3.175879	0.261678
3.195980	0.260032
3.216080	0.258407
3.236181	0.256802
3.256281	0.255217
3.276382	0.253651
3.296482	0.252104
3.316583	0.250577
3.336683	0.249067
3.356784	0.247576
3.376884	0.246102
3.396985	0.244646
3.417085	0.243207
3.437186	0.241784
3.457286	0.240379
3.477387	0.238989
3.497487	0.237616
3.517588	0.236258
3.537688	0.234916
3.557789	0.233588
3.577889	0.232276
3.597990	0.230978
3.618090	0.229695
3.638191	0.228426
3.658291	0.227171
3.678392	0.225930
3.698492	0.224702
3.718593	0.223487
3.738693	0.222286
3.758794	0.221097
3.778894	0.219921
3.798995	0.218757
3.819095	0.217606
3.839196	0.216467
3.859296	0.215339
3.879397	0.214223
3.899497	0.213119
3.919598	0.212026
3.939698	0.210945
3.959799	0.209874
3.979899	0.208814
4.000000	0.207764
